year,Argentina,Australia,Austria,Barbados,Belgium,Bolivia (Plurinational State of),Botswana,Brazil,Burkina Faso,Cameroon,Canada,Chad,Chile,China,"China, Hong Kong SAR",Colombia,Costa Rica,Cyprus,Côte d'Ivoire,Denmark,Dominican Republic,Ecuador,Egypt,Finland,France,Gabon,Germany,Greece,Guatemala,Iceland,India,Indonesia,Iran (Islamic Republic of),Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Luxembourg,Malaysia,Malta,Mauritius,Mexico,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,Norway,Paraguay,Peru,Philippines,Portugal,Republic of Korea,Romania,Rwanda,Senegal,Singapore,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Tunisia,Turkey,U.R. of Tanzania: Mainland,United Kingdom,United States,Uruguay,Venezuela (Bolivarian Republic of),Zambia,Zimbabwe
1975-01-01,13.573258931063169,15.622189935058588,15.291699390074513,15.608688668885751,15.691995342448795,12.392809369461752,12.46040949799002,13.876523662009957,11.070405999961539,12.02990303533614,15.837015448086598,11.836803989760252,14.460006795969775,11.628576061149143,14.638882644933783,14.531969869402447,14.51337125888753,14.584071746765467,13.068405543122903,15.47995418342146,14.125532912415748,14.514060736649453,12.506167052701183,15.223592083994696,15.671490304287742,14.743054860978262,15.25746799414652,15.095396824572992,13.30109264840784,15.592766989578855,12.072258197116037,12.347116494915804,15.098048753016426,14.994000701068108,15.514630766317527,15.387447818076174,14.470955075433144,15.002954758515573,13.590316212218307,12.32022832582368,15.978751107579601,13.78117304627457,14.382045614558393,14.351022350888483,15.296579462836895,13.487316202226188,11.359197937987362,14.600688348422823,15.763692532730817,15.304471496671097,11.747410900685868,13.3886053632326,15.581680856546551,13.056240579738477,13.754407592697534,13.031878477524547,14.58549446138992,13.6203862644209,13.30113927422117,11.187423110456939,13.137696909580885,14.510303618089242,14.863417539488907,15.159679948976914,13.36015739184341,15.515938664187512,15.935214437359804,14.36766341584952,12.693763902287804,15.691336834990368,13.827413666064235,14.762263554946161,12.135851881644495,15.199240304820181,16.015360212634594,14.52137217233166,15.092961245001735,13.011790700892352,12.953907798837475
1976-01-01,13.55464563486887,15.659643331242602,15.326988119769261,15.16375058055291,15.790473714098537,12.455226491495479,12.583037882143921,13.971416721312869,11.07750716486969,11.94867741664033,15.905072222771935,11.809847357575112,14.532999037295761,11.533848440917772,14.814894791220134,14.594021327781286,14.60877280589316,14.929974483374508,13.260226714530459,15.55300902268899,14.04552802640093,14.587660129508572,12.502101426996322,15.235498307720466,15.727262455969335,15.005677075574303,15.327524099182265,15.172722761225915,13.331339552306867,15.571346497295044,12.019964984480016,12.42355136999502,15.111870616460365,15.085737856492173,15.503053388432889,15.49857820618375,14.362967130774914,15.078997150041271,13.775018421313252,12.325114730966128,16.063081032692754,13.997923919856683,14.595259846464401,14.632290601348682,15.316960451093511,13.39381071312731,11.374779699713557,14.601960203964188,15.825793961895467,15.33863029056035,11.817818135159728,13.39604472648866,15.590683801946655,13.167372642080537,13.745782246205279,13.15570323856563,14.656414543808653,13.715734149404929,13.496044110145942,11.378367491741974,13.152473412885632,14.543600716401015,14.841508860626282,15.245148891864288,13.288634859659494,15.523576028154118,15.960830801218293,14.575791451187275,12.797127761252101,15.773354031765427,13.81692423875267,14.902640009337969,12.207738315728035,15.271109092066283,16.053530280486495,14.54468215214201,15.23624627710212,13.095982691725862,12.914427077582774
1977-01-01,13.571984155799523,15.657319863387562,15.369707998929616,15.195806147920287,15.824866559537869,12.503701883575532,12.66923663644115,13.885738086224647,11.190662062827593,12.100550479065905,15.905430103028456,11.715532512932654,14.556883818180602,11.598615104430266,14.89110687009612,14.615150388125059,14.736389193665046,15.060791446643412,13.384817239748463,15.589746517785201,14.067109026886014,14.616227734695482,12.546369993053032,15.245471107615002,15.767109477612351,14.944999288060812,15.376535992663243,15.205517254294753,13.457533896481356,15.774798169935353,11.972187069855597,12.550976756114522,14.9236538293817,15.162918781053106,15.464436626422055,15.572136703832511,14.284780105449862,15.153974198981368,13.903697151269277,12.502552112646596,16.018722975252636,14.072246759968834,14.689445836627431,14.608371707780103,15.3099457619125,13.416087029651877,11.29384369357289,14.610212340437217,15.85611861130138,15.292530034071001,11.93179302447589,13.525517031418602,15.594231469219796,13.314759427759304,13.717952783359321,13.218867639744785,14.710153195642516,13.813524943786355,13.598514906276211,11.429251333707139,13.118317052082396,14.595109749694446,14.830221480264356,15.319533650860135,13.253554666756681,15.470003543908353,15.972206166653695,14.632409696537811,12.88852738950624,15.759823365738983,13.851032597930962,14.833868352823544,12.116091327060047,15.339227384387256,16.06916467775253,14.511538625015833,15.269171276285508,12.787838739119351,12.714219919984625
1978-01-01,13.514610255376937,15.724315261232968,15.364453162985727,15.166384437788475,15.87744193160736,12.43776060651159,12.711074183445175,13.883733088286823,11.32088893178712,12.327952337789538,15.904230140515264,11.674106644404967,14.644474227685759,11.761346022628295,14.93840478837055,14.669615405908022,14.738002725164138,15.148238084787755,13.399714362152796,15.630247757308984,14.00238742621414,14.618512509555556,12.56456046000471,15.287172551610809,15.834875174540972,15.085988983634662,15.4256634894357,15.299636048506182,13.430906484375008,15.791225540796319,11.891702505306673,12.600915049516097,14.653388102837015,15.287851603193312,15.437506507407193,15.653694630752621,14.206616127670646,15.255936609758972,14.168021027557224,12.514829091399617,16.121107691036293,14.103264089095719,14.832708682587876,14.591877130673272,15.371746113600574,13.373238945063767,11.253074954585664,14.611107294216028,15.87855831363353,15.216562819900108,11.91752817735776,13.59668607330624,15.614648860331487,13.39985442261471,13.67071669616855,13.132762475123846,14.743911347203582,13.88345464250693,13.706744914190327,11.389037759789636,13.019444532858522,14.676300393536632,14.889034704036096,15.419966755255903,13.215967299382587,15.465030200488817,16.01602335525674,14.752338780455569,12.946470256796244,15.756801277421314,13.899541288721762,14.775376558660094,12.097585487082004,15.43897329475276,16.09150967690149,14.58547542859015,15.146485200062308,12.601567306603526,12.816420898382207
1979-01-01,13.616382970508488,15.75438625576638,15.414127071188043,15.08282836898442,15.914041991628714,12.491216874655297,12.854588770607908,13.993069911592341,11.346730263587547,12.41160122209598,15.914815324930334,11.366189220503552,14.756695009288887,11.789307483302942,15.070877351320625,14.668714348339126,14.734169061761415,15.282933116243033,13.32979710879676,15.659268391691102,14.021351197812383,14.668471984596032,12.519953779341911,15.376587760528569,15.88323909560836,15.20613991427236,15.464370746049264,15.315306786274812,13.430970211951943,15.79975361560729,11.739485540193185,12.810745832150307,14.579470070510299,15.272592547764026,15.46786024641001,15.7571464785616,14.063244656597812,15.317249125571042,14.373626855552752,12.444953302918465,16.16772242357308,14.23463631923782,14.919833840002129,14.56524772442681,15.43532695211026,13.425432282749387,11.236443995037892,14.635922835519603,15.864041080452074,15.201701644832719,12.139393877733406,13.624015680623069,15.678350173225764,13.362234654471651,13.773085193377337,13.170157274099642,14.772643263534652,13.92929155441497,13.830241476535408,11.537799371101102,13.041005016375797,14.727158619392394,14.95946457623182,15.478063893911152,12.964782107001476,15.49674066123286,16.042000737422004,14.807543325165582,13.043493236673436,15.895982672963083,13.97785290897706,14.730078375461805,12.09264595978035,15.511193134190464,16.09421575816657,14.692322937090648,15.246844101252128,12.682853662549498,12.841611416574546
1980-01-01,13.693443636295154,15.763028623383963,15.410806136924773,15.105544541733632,15.972135249461251,12.50151694478,13.062452246668771,14.022389930725378,11.329767956905485,12.517175031202301,15.897093022100155,11.246782345023183,14.751254426373457,11.75969937445764,15.124632873450874,14.698956202113644,14.702585773821454,15.305418487505841,12.949817555662568,15.638577881076767,14.154031339506089,14.692617895450097,12.512776096706384,15.393453495430863,15.890222788192458,15.386685998709723,15.453135237995477,15.300118402198818,13.434804329504077,15.831952050325976,11.714157587226842,12.94683545787142,14.06811542119259,15.302414751354714,15.470748399938852,15.816355404810297,13.859217116355335,15.34451597219624,14.591820110200047,12.434861128580032,16.21131273933546,14.310750838401335,14.98957213555909,14.403711990593708,15.51026795225352,13.329923481660751,11.174664755218373,14.826879073889373,15.884069232552935,15.174242190242945,12.135965733312984,13.629768396070922,15.756272954530075,13.538415738882055,13.785476995581346,13.275633004386217,14.767902666033102,13.785813503093404,13.86288137737421,11.463321090621209,12.899155456552714,14.828848246330004,15.141400227698446,15.531182721056357,12.864081081500105,15.486335973569023,16.06310933170244,14.852397365416655,12.996473375283502,16.113013703738936,14.079743107029735,14.685579836497244,11.992709710406377,15.550551981091829,16.06481058842647,14.769315716479984,15.19179224076429,12.490543961065613,12.875332697959841
1981-01-01,13.678267925855247,15.814638977538184,15.405710229894245,15.056694643570522,15.902885078028675,12.528560626395821,13.131218351654574,13.982049135183273,11.39313788308339,12.626948690050014,15.895540444267587,11.055800711811667,14.78290949933432,11.717162931849558,15.096549613735124,14.626617359807453,14.605369546655513,15.28571744180942,12.937556644630623,15.597996388106997,14.20277211924923,14.683945459932783,12.666017017099128,15.368067093241683,15.847613638066331,15.38963381368278,15.405490279367532,15.239924582039865,13.390465717489864,15.83654872576866,11.669656098175409,12.969650779322219,13.887199788153977,15.323986673482278,15.522569485156776,15.783475311808465,13.710744674282783,15.331545030663383,14.532089556094787,12.394911718211066,16.158285030442514,14.247295043000657,15.06358194957288,14.379091787747312,15.578467286384882,13.259866792319892,11.237503875755671,14.638317739899323,15.857527038741583,15.250052346016693,12.006295841545464,13.524139545098725,15.758541701330776,13.678775653297373,13.78464921398631,13.249919863057936,14.724787060254712,13.829707891307029,13.850837999569059,11.617007886428548,12.857658304666533,14.855123713084332,15.098286167116749,15.473378457363726,13.01153076259051,15.482814602702996,16.038211023017226,14.921510702637184,13.0279245289848,16.08029075668576,14.128771296833166,14.836007477819745,11.783087399550949,15.56091012692218,16.088750637885592,14.772997539266317,15.157173200091963,12.539564487746187,13.104420837640657
1982-01-01,13.657368749009553,15.783548407081796,15.439348183069706,15.038656905057191,15.873636182390237,12.549739033919327,13.099792700121307,13.943539757544228,11.338568968368833,12.728296763725961,15.886079377140172,11.10500857939593,14.675119737336086,11.75910968238361,15.150938724113967,14.613553169541623,14.517293612907588,15.372113051266961,12.913886639941262,15.607243588315859,14.166818241585544,14.616643248538224,12.642819805736778,15.382411371432033,15.844016820421126,15.242068266995684,15.38905687576189,15.210147161439334,13.402566126936918,15.85140465404695,11.610932554516108,12.958804863415738,14.008539224201536,15.370064621158923,15.565694233561556,15.768178591146288,13.70567014991897,15.294237222508723,14.447715265633047,12.396705160118536,16.164200113851745,14.272341040549723,15.168277222425196,14.455579005641919,15.524778515193498,13.373918161992256,11.144741676464916,14.612242020622952,15.840869381148245,15.256386345003023,12.011022076636106,13.247246421784093,15.740680222100162,13.629284905052108,13.752705535952373,13.306091564305447,14.733288411297481,13.913997520829097,13.919728075706619,11.53654278977601,12.998430244346354,14.918448924669873,15.066859246227441,15.44478007122933,12.980697233330188,15.490574297539547,16.04655911596738,14.95574491585985,13.056574342947647,15.93587239252291,14.117000760166658,14.772700522972107,11.747159269765369,15.59069050509245,16.07314974103217,14.595643916269129,15.011269523861019,12.49335739425634,13.126304526377124
1983-01-01,13.741299566189248,15.885926893181121,15.47664378083267,15.075625442335888,15.847717171335711,12.499103619334152,13.22070636944872,13.90072976076025,11.21923367273397,12.855100605069838,15.927307301347067,11.498184631530862,14.555407658668175,11.82039982188246,15.198809589672768,14.605866995348425,14.474397036136553,15.395377768298017,12.911754924579126,15.618600907288007,14.198843303376734,14.536885619188258,12.827562678494784,15.406295182900395,15.829329297570066,15.36277478455395,15.406643097075438,15.19455977536136,13.442147501718532,15.677928877281685,11.618074733940015,12.996350470738083,14.003039389505204,15.382619615089903,15.60730283623033,15.754063436919457,13.721690658002458,15.24441515812197,14.421023293067696,12.417756104086934,16.152128224765885,14.334927434231345,15.08053121691829,14.491121335949172,15.441942352808955,13.441946821231252,10.913135303910098,14.507314565549137,15.850855982754815,15.34253055645438,11.974457693972491,13.018014494344762,15.764529896276851,13.558058032721014,13.582834813404999,13.1739455787737,14.642908201211807,14.08679094071393,13.97797936101708,11.588132138033783,13.0375028300016,15.03454831838252,15.065765734375328,15.411093823999654,13.00287935202396,15.511330822913393,16.060902201569604,15.019147499804111,13.022775899828874,15.75738972745999,14.1662350689079,14.81111257256559,11.791074173679338,15.636403870086049,16.126378593114314,14.425967113781077,15.0320942529464,12.535065094251003,13.294466472949635
1984-01-01,13.803035317792796,15.889670454329732,15.475793613379553,15.175757430108213,15.849844713927787,12.535911290280731,13.406095938009729,13.928257213014229,11.198031868972251,12.97417768490108,15.98275811097356,11.546626363982027,14.51934221081874,11.956917605719815,15.301763037843752,14.628696311723703,14.510414453972615,15.513493299511861,13.028769737935727,15.6361958468658,14.12127960110626,14.516997180282148,12.988221781729148,15.440919083121507,15.817931142193407,15.317721569217372,15.408087584680377,15.220134147645114,13.420014217499231,15.797100128860281,11.577051753933825,13.017100864136665,13.865717685037925,15.442129698830962,15.587329679455017,15.774225640640534,13.684020677201548,15.242737789860445,14.561164110551267,12.485126040356343,16.171009746316994,14.4593515389345,15.044260558480477,14.560918850680828,15.405934402037301,13.502144174372697,10.979455577874818,14.497402594599007,15.872849556222723,15.39585791708346,11.568944139329144,12.905359004364776,15.83352831603351,13.552496290589826,13.624703388541635,13.074906683488063,14.595308274861875,14.236854992930526,14.043031664015055,11.5003841806045,13.06842707096346,15.12537978865158,15.07152432642092,15.426604498050501,13.071158309175203,15.573933484117989,16.070467859501893,15.097504441238502,13.040214804394294,15.636577670498887,14.19149438326624,14.854314846418974,11.812154360180669,15.621022018314095,16.180033565015474,14.378976601455326,15.081738321862902,12.753398224940108,13.170982720419378
